"name","link","rank","draft_year","draft_rd","draft_pk","recruit_year","top","highSchool","coll","draft","rookie","success","highest"
"Willie Warren","/players/w/warrewi01.html",13,2010,2,54,2008,1,1,1,0,,,"draft"
"Chris Singleton","/players/s/singlch01.html",14,2011,1,18,2008,1,1,1,1,0,,"rookie"
"Kemba Walker","/players/w/walkeke02.html",15,2011,1,9,2008,1,1,1,1,1,1,"success"
"Elliot Williams","/players/w/williel01.html",15,2010,1,22,2008,1,1,1,0,,,"draft"
"JaMychal Green","/players/g/greenja01.html",17,,,,2008,1,1,0,,,,"college"
"Tyler Zeller","/players/z/zellety01.html",18,2012,1,17,2008,1,1,1,1,1,3,"success"
"Luke Babbitt","/players/b/babbilu01.html",19,2010,1,16,2008,1,1,1,0,,,"draft"
"Malcolm Lee","/players/l/leema01.html",20,2011,2,43,2008,1,1,1,0,,,"draft"
"DeQuan Jones","/players/j/jonesde01.html",21,,,,2008,1,1,0,,,,"college"
"Michael Dunigan","/players/d/dunigmi01.html",22,,,,2008,1,1,0,,,,"college"
"Iman Shumpert","/players/s/shumpim01.html",22,2011,1,17,2008,1,1,1,1,1,3,"success"
"Trey Thompkins","/players/t/thomptr02.html",24,2011,2,37,2008,1,1,1,0,,,"draft"
"J'Mison Morgan","https://www.sports-reference.com/cbb/players/jmison-morgan-1.html",25,,,,2008,1,1,0,,,,"college"
"Eloy Vargas","https://www.sports-reference.com/cbb/players/eloy-vargas-1.html",26,,,,2008,1,1,0,,,,"college"
"Jeff Withey","/players/w/witheje01.html",27,2013,2,39,2008,1,1,1,0,,,"draft"
"Rashanti Harris","",27,,,,2008,1,0,,,,,"highSchool"
"Drew Gordon","/players/g/gordodr01.html",29,,,,2008,1,1,0,,,,"college"
"Devin Ebanks","/players/e/ebankde01.html",30,2010,2,43,2008,1,1,1,0,,,"draft"
"Mike Rosario","https://www.sports-reference.com/cbb/players/mike-rosario-1.html",31,,,,2008,1,1,0,,,,"college"
"Yancy Gates","https://www.sports-reference.com/cbb/players/yancy-gates-1.html",31,,,,2008,1,1,0,,,,"college"
"Sylven Landesberg","https://www.sports-reference.com/cbb/players/sylven-landesberg-1.html",33,,,,2008,1,1,0,,,,"college"
"DeAndre Liggins","/players/l/liggide01.html",34,2011,2,53,2008,1,1,1,0,,,"draft"
"Kenny Kadji","https://www.sports-reference.com/cbb/players/kenny-kadji-1.html",35,,,,2008,1,1,0,,,,"college"
"Darius Miller","/players/m/milleda01.html",35,2012,2,46,2008,1,1,1,1,0,,"rookie"
"Ty Walker","https://www.sports-reference.com/cbb/players/ty-walker-1.html",37,,,,2008,1,1,0,,,,"college"
"Wesley Witherspoon","https://www.sports-reference.com/cbb/players/wesley-witherspoon-1.html",38,,,,2008,1,1,0,,,,"college"
"Tony Mitchell","/players/m/mitchto03.html",39,,,,2008,1,1,0,,,,"college"
"Anthony Jones","https://www.sports-reference.com/cbb/players/anthony-jones-2.html",40,,,,2008,1,1,0,,,,"college"
"Jerime Anderson","https://www.sports-reference.com/cbb/players/jerime-anderson-1.html",41,,,,2008,1,1,0,,,,"college"
"Tony Woods","https://www.sports-reference.com/cbb/players/tony-woods-1.html",41,,,,2008,1,1,0,,,,"college"
"Emmanuel Negedu","https://www.sports-reference.com/cbb/players/emmanuel-negedu-1.html",43,,,,2008,1,1,0,,,,"college"
"Romero Osby","https://www.sports-reference.com/cbb/players/romero-osby-1.html",44,,,,2008,1,1,0,,,,"college"
"Larry Drew","/players/d/drewla02.html",44,,,,2008,1,1,0,,,,"college"
"Mookie Jones","https://www.sports-reference.com/cbb/players/mookie-jones-1.html",46,,,,2008,1,1,0,,,,"college"
"Kevin Jones","/players/j/joneske01.html",47,,,,2008,1,1,0,,,,"college"
"Kenny Frease","https://www.sports-reference.com/cbb/players/kenny-frease-1.html",48,,,,2008,1,1,0,,,,"college"
"Travis Releford","/players/r/releftr01.html",49,,,,2008,1,1,0,,,,"college"
"Sean Mosley","https://www.sports-reference.com/cbb/players/sean-mosley-1.html",50,,,,2008,1,1,0,,,,"college"
"Henry Sims","/players/s/simshe01.html",51,,,,2008,1,1,0,,,,"college"
"John Riek","https://www.sports-reference.com/cbb/players/john-riek-1.html",52,,,,2008,1,1,0,,,,"college"
"Terrelle Pryor","",53,,,,2008,1,0,,,,,"highSchool"
"Angel Garcia","https://www.sports-reference.com/cbb/players/angel-garcia-1.html",54,,,,2008,1,1,0,,,,"college"
"Xavier Gibson","https://www.sports-reference.com/cbb/players/xavier-gibson-1.html",55,,,,2008,1,1,0,,,,"college"
"Kris Joseph","/players/j/josepkr01.html",56,2012,2,51,2008,1,1,1,0,,,"draft"
"Terrence Jennings","https://www.sports-reference.com/cbb/players/terrence-jennings-1.html",57,,,,2008,1,1,0,,,,"college"
"Klay Thompson","/players/t/thompkl01.html",58,2011,1,11,2008,1,1,1,1,1,2,"success"
"J'Covan Brown","https://www.sports-reference.com/cbb/players/jcovan-brown-1.html",59,,,,2008,1,1,0,,,,"college"
"D.J. Seeley","https://www.sports-reference.com/cbb/players/dj-seeley-1.html",60,,,,2008,1,1,0,,,,"college"
"Ray Shipman","https://www.sports-reference.com/cbb/players/ray-shipman-1.html",61,,,,2008,1,1,0,,,,"college"
"Jason Clark","https://www.sports-reference.com/cbb/players/jason-clark-1.html",62,,,,2008,1,1,0,,,,"college"
"Marcus Morris","/players/m/morrima03.html",63,2011,1,14,2008,1,1,1,1,1,3,"success"
"Ralph Sampson","/players/s/sampsra02.html",64,,,,2008,1,1,0,,,,"college"
"Catalin Baciu","https://www.sports-reference.com/cbb/players/catalin-baciu-1.html",65,,,,2008,1,1,0,,,,"college"
"Olek Czyz","https://www.sports-reference.com/cbb/players/olek-czyz-1.html",66,,,,2008,1,1,0,,,,"college"
"Markieff Morris","/players/m/morrima02.html",67,2011,1,13,2008,1,1,1,1,1,3,"success"
"Elston Turner","https://www.sports-reference.com/cbb/players/elston-turner-2.html",68,,,,2008,1,1,0,,,,"college"
"Scott Suggs","https://www.sports-reference.com/cbb/players/scott-suggs-1.html",69,,,,2008,1,1,0,,,,"college"
"Renaldo Woolridge","/players/w/woolrre01.html",70,,,,2008,1,1,0,,,,"college"
"Chris Braswell","https://www.sports-reference.com/cbb/players/chris-braswell-1.html",71,,,,2008,1,1,0,,,,"college"
"Storm Warren","https://www.sports-reference.com/cbb/players/storm-warren-1.html",72,,,,2008,1,1,0,,,,"college"
"Tyshawn Taylor","/players/t/tayloty01.html",73,2012,2,41,2008,1,1,1,0,,,"draft"
"Ater Majok","/players/m/majokat01.html",74,2011,2,58,2008,1,1,1,0,,,"draft"
"Terrance Henry","https://www.sports-reference.com/cbb/players/terrance-henry-1.html",74,,,,2008,1,1,0,,,,"college"
"Allan Chaney","https://www.sports-reference.com/cbb/players/allan-chaney-2.html",76,,,,2008,1,1,0,,,,"college"
"Matt Simpkins","https://www.sports-reference.com/cbb/players/matt-simpkins-1.html",78,,,,2008,1,1,0,,,,"college"
"Erving Walker","https://www.sports-reference.com/cbb/players/erving-walker-1.html",79,,,,2008,1,1,0,,,,"college"
"Courtney Fortson","/players/f/fortsco01.html",80,,,,2008,1,1,0,,,,"college"
"Miles Plumlee","/players/p/plumlmi01.html",81,2012,1,26,2008,1,1,1,1,0,,"rookie"
"David Loubeau","https://www.sports-reference.com/cbb/players/david-loubeau-1.html",82,,,,2008,1,1,0,,,,"college"
"Anthony Booker","https://www.sports-reference.com/cbb/players/anthony-booker-1.html",83,,,,2008,1,1,0,,,,"college"
"Latavious Williams","/players/w/willila01.html",84,2010,2,48,2008,1,1,1,0,,,"draft"
"Nasir Robinson","https://www.sports-reference.com/cbb/players/nasir-robinson-1.html",85,,,,2008,1,1,0,,,,"college"
"Rotnei Clarke","https://www.sports-reference.com/cbb/players/rotnei-clarke-1.html",86,,,,2008,1,1,0,,,,"college"
"Korie Lucious","https://www.sports-reference.com/cbb/players/korie-lucious-1.html",87,,,,2008,1,1,0,,,,"college"
"Nick Williams","https://www.sports-reference.com/cbb/players/nick-williams-2.html",88,,,,2008,1,1,0,,,,"college"
"Matt Gatens","https://www.sports-reference.com/cbb/players/matt-gatens-1.html",89,,,,2008,1,1,0,,,,"college"
"Quintrell Thomas","https://www.sports-reference.com/cbb/players/quintrell-thomas-1.html",90,,,,2008,1,1,0,,,,"college"
"Nate Miles","",91,,,,2008,1,0,,,,,"highSchool"
"Cashmere Wright","https://www.sports-reference.com/cbb/players/cashmere-wright-1.html",93,,,,2008,1,1,0,,,,"college"
"Gregory Echenique","/players/e/echengr01.html",94,,,,2008,1,1,0,,,,"college"
"Draymond Green","/players/g/greendr01.html",95,2012,2,35,2008,1,1,1,1,1,1,"success"
"Paul Williams","https://www.sports-reference.com/cbb/players/paul-williams-1.html",95,,,,2008,1,1,0,,,,"college"
"Jeff Taylor","/players/t/tayloje03.html",95,2012,2,31,2008,1,1,1,1,0,,"rookie"
"Devoe Joseph","https://www.sports-reference.com/cbb/players/devoe-joseph-1.html",98,,,,2008,1,1,0,,,,"college"
"Roscoe Davis","",99,,,,2008,1,0,,,,,"highSchool"
"Anthony Crater","https://www.sports-reference.com/cbb/players/anthony-crater-1.html",100,,,,2008,1,1,0,,,,"college"
"Delwan Graham","https://www.sports-reference.com/cbb/players/delwan-graham-1.html",100,,,,2008,1,1,0,,,,"college"
"Jared Berggren","https://www.sports-reference.com/cbb/players/jared-berggren-1.html",100,,,,2008,1,1,0,,,,"college"
"Derrick Favors","/players/f/favorde01.html",1,2010,1,3,2009,1,1,1,1,1,2,"success"
"John Wall","/players/w/walljo01.html",2,2010,1,1,2009,1,1,1,1,1,1,"success"
"DeMarcus Cousins","/players/c/couside01.html",3,2010,1,5,2009,1,1,1,1,1,2,"success"
"Avery Bradley","/players/b/bradlav01.html",4,2010,1,19,2009,1,1,1,1,1,3,"success"
"John Henson","/players/h/hensojo01.html",5,2012,1,14,2009,1,1,1,1,1,2,"success"
"Xavier Henry","/players/h/henryxa01.html",6,2010,1,12,2009,1,1,1,0,,,"draft"
"Renardo Sidney","https://www.sports-reference.com/cbb/players/renardo-sidney-1.html",7,,,,2009,1,1,0,,,,"college"
"Lance Stephenson","/players/s/stephla01.html",8,2010,2,40,2009,1,1,1,1,1,3,"success"
"Kenny Boynton","https://www.sports-reference.com/cbb/players/kenny-boynton-1.html",9,,,,2009,1,1,0,,,,"college"
"Tiny Gallon","https://www.sports-reference.com/cbb/players/tiny-gallon-1.html",10,,,,2009,1,1,0,,,,"college"
"Abdul Gaddy","/players/g/gaddyab01.html",11,,,,2009,1,1,0,,,,"college"
"Mouphtaou Yarou","https://www.sports-reference.com/cbb/players/mouphtaou-yarou-1.html",12,,,,2009,1,1,0,,,,"college"
"Dante Taylor","https://www.sports-reference.com/cbb/players/dante-taylor-1.html",13,,,,2009,1,1,0,,,,"college"
"Ryan Kelly","/players/k/kellyry01.html",14,2013,2,48,2009,1,1,1,0,,,"draft"
"Wally Judge","https://www.sports-reference.com/cbb/players/wally-judge-1.html",15,,,,2009,1,1,0,,,,"college"
"Alex Oriakhi","/players/o/oriakal01.html",16,2013,2,57,2009,1,1,1,0,,,"draft"
"Michael Snaer","/players/s/snaermi01.html",17,,,,2009,1,1,0,,,,"college"
"Mason Plumlee","/players/p/plumlma01.html",18,2013,1,22,2009,1,1,1,1,1,2,"success"
"Dominic Cheek","https://www.sports-reference.com/cbb/players/dominic-cheek-1.html",19,,,,2009,1,1,0,,,,"college"
"Daniel Orton","/players/o/ortonda01.html",19,2010,1,29,2009,1,1,1,0,,,"draft"
"Milton Jennings","https://www.sports-reference.com/cbb/players/milton-jennings-1.html",21,,,,2009,1,1,0,,,,"college"
"Jordan Hamilton","/players/h/hamiljo02.html",22,2011,1,26,2009,1,1,1,0,,,"draft"
"Maalik Wayns","/players/w/waynsma01.html",23,,,,2009,1,1,0,,,,"college"
"Dexter Strickland","/players/s/stricde01.html",24,,,,2009,1,1,0,,,,"college"
"Elijah Johnson","https://www.sports-reference.com/cbb/players/elijah-johnson-1.html",25,,,,2009,1,1,0,,,,"college"
"Lorenzo Brown","/players/b/brownlo01.html",26,2013,2,52,2009,1,1,1,0,,,"draft"
"Peyton Siva","/players/s/sivape01.html",27,2013,2,56,2009,1,1,1,0,,,"draft"
"Thomas Robinson","/players/r/robinth01.html",28,2012,1,5,2009,1,1,1,0,,,"draft"
"John Jenkins","/players/j/jenkijo01.html",29,2012,1,23,2009,1,1,1,0,,,"draft"
"Tommy Mason-Griffin","https://www.sports-reference.com/cbb/players/tommy-mason-griffin-1.html",30,,,,2009,1,1,0,,,,"college"
"Royce White","/players/w/whitero03.html",31,2012,1,16,2009,1,1,1,0,,,"draft"
"Tyler Honeycutt","/players/h/honeyty01.html",32,2011,2,35,2009,1,1,1,0,,,"draft"
"Durand Scott","/players/s/scottdu01.html",33,,,,2009,1,1,0,,,,"college"
"Mfon Udofia","https://www.sports-reference.com/cbb/players/mfon-udofia-1.html",34,,,,2009,1,1,0,,,,"college"
"D.J. Richardson","https://www.sports-reference.com/cbb/players/dj-richardson-1.html",35,,,,2009,1,1,0,,,,"college"
"Aaric Murray","https://www.sports-reference.com/cbb/players/aaric-murray-1.html",36,,,,2009,1,1,0,,,,"college"
"David Wear","/players/w/wearda01.html",37,,,,2009,1,1,0,,,,"college"
"Travis Wear","/players/w/weartr01.html",38,,,,2009,1,1,0,,,,"college"
"Ari Stewart","https://www.sports-reference.com/cbb/players/ari-stewart-1.html",39,,,,2009,1,1,0,,,,"college"
"Jamil Wilson","https://www.sports-reference.com/cbb/players/jamil-wilson-1.html",40,,,,2009,1,1,0,,,,"college"
"Nolan Dennis","https://www.sports-reference.com/cbb/players/nolan-dennis-1.html",41,,,,2009,1,1,0,,,,"college"
"Noel Johnson","https://www.sports-reference.com/cbb/players/noel-johnson-1.html",42,,,,2009,1,1,0,,,,"college"
"Erik Murphy","/players/m/murpher01.html",43,2013,2,49,2009,1,1,1,0,,,"draft"
"Leslie McDonald","https://www.sports-reference.com/cbb/players/leslie-mcdonald-1.html",44,,,,2009,1,1,0,,,,"college"
"Christian Watford","/players/w/watfoch01.html",45,,,,2009,1,1,0,,,,"college"
"Rodney Williams","/players/w/williro03.html",46,,,,2009,1,1,0,,,,"college"
"Junior Cadougan","https://www.sports-reference.com/cbb/players/junior-cadougan-1.html",47,,,,2009,1,1,0,,,,"college"
"Kawhi Leonard","/players/l/leonaka01.html",48,2011,1,15,2009,1,1,1,1,1,1,"success"
"Brandon Paul","/players/p/paulbr01.html",49,,,,2009,1,1,0,,,,"college"
"Jamal Coombs-McDaniel","https://www.sports-reference.com/cbb/players/jamal-coombs-mcdaniel-1.html",50,,,,2009,1,1,0,,,,"college"
"Ray Penn","https://www.sports-reference.com/cbb/players/ray-penn-1.html",51,,,,2009,1,1,0,,,,"college"
"Eric Bledsoe","/players/b/bledser01.html",52,2010,1,18,2009,1,1,1,1,1,2,"success"
"Kyryl Natyazhko","https://www.sports-reference.com/cbb/players/kyryl-natyazhko-1.html",53,,,,2009,1,1,0,,,,"college"
"Rakeem Buckles","https://www.sports-reference.com/cbb/players/rakeem-buckles-1.html",54,,,,2009,1,1,0,,,,"college"
"Shawn Williams","https://www.sports-reference.com/cbb/players/shawn-williams-2.html",55,,,,2009,1,1,0,,,,"college"
"Solomon Hill","/players/h/hillso01.html",56,2013,1,23,2009,1,1,1,1,1,2,"success"
"Mike Moser","https://www.sports-reference.com/cbb/players/mike-moser-1.html",57,,,,2009,1,1,0,,,,"college"
"Maurice Creek","https://www.sports-reference.com/cbb/players/maurice-creek-1.html",58,,,,2009,1,1,0,,,,"college"
"Terrell Vinson","https://www.sports-reference.com/cbb/players/terrell-vinson-1.html",59,,,,2009,1,1,0,,,,"college"
"Richard Howell","/players/h/howelri01.html",60,,,,2009,1,1,0,,,,"college"
"Zeke Marshall","https://www.sports-reference.com/cbb/players/zeke-marshall-1.html",61,,,,2009,1,1,0,,,,"college"
"Kenny Hall","https://www.sports-reference.com/cbb/players/kenny-hall-1.html",62,,,,2009,1,1,0,,,,"college"
"Karron Johnson","",63,,,,2009,1,0,,,,,"highSchool"
"Jon Hood","https://www.sports-reference.com/cbb/players/jon-hood-1.html",64,,,,2009,1,1,0,,,,"college"
"Brendan Lane","https://www.sports-reference.com/cbb/players/brendan-lane-1.html",65,,,,2009,1,1,0,,,,"college"
"Isaiah Armwood","https://www.sports-reference.com/cbb/players/isaiah-armwood-1.html",66,,,,2009,1,1,0,,,,"college"
"Tristan Spurlock","https://www.sports-reference.com/cbb/players/tristan-spurlock-1.html",67,,,,2009,1,1,0,,,,"college"
"Erik Williams","https://www.sports-reference.com/cbb/players/erik-williams-1.html",67,,,,2009,1,1,0,,,,"college"
"Roberto Nelson","https://www.sports-reference.com/cbb/players/roberto-nelson-1.html",69,,,,2009,1,1,0,,,,"college"
"Reginald Buckner","https://www.sports-reference.com/cbb/players/reginald-buckner-1.html",70,,,,2009,1,1,0,,,,"college"
"Roger Franklin","https://www.sports-reference.com/cbb/players/roger-franklin-1.html",71,,,,2009,1,1,0,,,,"college"
"Marshawn Powell","https://www.sports-reference.com/cbb/players/marshawn-powell-1.html",72,,,,2009,1,1,0,,,,"college"
"Jeronne Maymon","https://www.sports-reference.com/cbb/players/jeronne-maymon-1.html",73,,,,2009,1,1,0,,,,"college"
"Lakeem Jackson","https://www.sports-reference.com/cbb/players/lakeem-jackson-1.html",74,,,,2009,1,1,0,,,,"college"
"Jordan Hulls","https://www.sports-reference.com/cbb/players/jordan-hulls-1.html",74,,,,2009,1,1,0,,,,"college"
"Hollis Thompson","/players/t/thompho01.html",76,,,,2009,1,1,0,,,,"college"
"Dalton Pepper","https://www.sports-reference.com/cbb/players/dalton-pepper-1.html",77,,,,2009,1,1,0,,,,"college"
"Kammeon Holsey","https://www.sports-reference.com/cbb/players/kammeon-holsey-1.html",78,,,,2009,1,1,0,,,,"college"
"Latavious Williams","/players/w/willila01.html",79,2010,2,48,2009,1,1,1,0,,,"draft"
"Deshawn Painter","https://www.sports-reference.com/cbb/players/deshawn-painter-1.html",80,,,,2009,1,1,0,,,,"college"
"Andrew Fitzgerald","https://www.sports-reference.com/cbb/players/andrew-fitzgerald-1.html",81,,,,2009,1,1,0,,,,"college"
"Anthony Marshall","https://www.sports-reference.com/cbb/players/anthony-marshall-2.html",82,,,,2009,1,1,0,,,,"college"
"John Riek","https://www.sports-reference.com/cbb/players/john-riek-1.html",82,,,,2009,1,1,0,,,,"college"
"MoMo Jones","https://www.sports-reference.com/cbb/players/lamont-jones-1.html",84,,,,2009,1,1,0,,,,"college"
"DaShonte Riley","https://www.sports-reference.com/cbb/players/dashonte-riley-1.html",85,,,,2009,1,1,0,,,,"college"
"Devin Booker","/players/b/bookede02.html",86,,,,2009,1,1,0,,,,"college"
"Talib Zanna","/players/z/zannata01.html",87,,,,2009,1,1,0,,,,"college"
"Derrick Nix","https://www.sports-reference.com/cbb/players/derrick-nix-1.html",88,,,,2009,1,1,0,,,,"college"
"Keith Clanton","https://www.sports-reference.com/cbb/players/keith-clanton-1.html",89,,,,2009,1,1,0,,,,"college"
"Donnavan Kirk","https://www.sports-reference.com/cbb/players/donnavan-kirk-1.html",89,,,,2009,1,1,0,,,,"college"
"Glen Rice","/players/r/ricegl02.html",91,2013,2,35,2009,1,1,1,0,,,"draft"
"Cory Jefferson","/players/j/jeffeco01.html",92,2014,2,60,2009,1,1,1,0,,,"draft"
"Tony Mitchell","/players/m/mitchto03.html",93,,,,2009,1,1,0,,,,"college"
"Clarence Trent","https://www.sports-reference.com/cbb/players/clarence-trent-1.html",94,,,,2009,1,1,0,,,,"college"
"Rashanti Harris","",95,,,,2009,1,0,,,,,"highSchool"
"Cadarian Raines","https://www.sports-reference.com/cbb/players/cadarian-raines-1.html",95,,,,2009,1,1,0,,,,"college"
"Chris Colvin","https://www.sports-reference.com/cbb/players/chris-colvin-1.html",97,,,,2009,1,1,0,,,,"college"
"Aaron Dotson","https://www.sports-reference.com/cbb/players/aaron-dotson-1.html",98,,,,2009,1,1,0,,,,"college"
"Khris Middleton","/players/m/middlkh01.html",99,2012,2,39,2009,1,1,1,1,1,2,"success"
"Derrick Williams","/players/w/willide02.html",100,2011,1,2,2009,1,1,1,1,1,4,"success"
"Harrison Barnes","/players/b/barneha02.html",1,2012,1,7,2010,1,1,1,1,1,3,"success"
"Jared Sullinger","/players/s/sullija01.html",2,2012,1,21,2010,1,1,1,1,1,2,"success"
"Kyrie Irving","/players/i/irvinky01.html",2,2011,1,1,2010,1,1,1,1,1,1,"success"
"Brandon Knight","/players/k/knighbr03.html",4,2011,1,8,2010,1,1,1,1,1,3,"success"
"Tobias Harris","/players/h/harrito02.html",5,2011,1,19,2010,1,1,1,1,1,2,"success"
"Josh Selby","/players/s/selbyjo01.html",6,2011,2,49,2010,1,1,1,0,,,"draft"
"Enes Kanter","/players/k/kanteen01.html",7,2011,1,3,2010,1,1,1,1,1,3,"success"
"Perry Jones","/players/j/jonespe01.html",8,2012,1,28,2010,1,1,1,0,,,"draft"
"Tristan Thompson","/players/t/thomptr01.html",9,2011,1,4,2010,1,1,1,1,1,3,"success"
"Will Barton","/players/b/bartowi01.html",10,2012,2,40,2010,1,1,1,1,1,2,"success"
"Terrence Jones","/players/j/joneste01.html",11,2012,1,18,2010,1,1,1,1,0,,"rookie"
"C.J. Leslie","/players/l/leslicj01.html",12,,,,2010,1,1,0,,,,"college"
"Cory Joseph","/players/j/josepco01.html",13,2011,1,29,2010,1,1,1,1,1,3,"success"
"Fab Melo","/players/m/melofa01.html",14,2012,1,22,2010,1,1,1,0,,,"draft"
"Reggie Bullock","/players/b/bullore01.html",15,2013,1,25,2010,1,1,1,1,0,,"rookie"
"Joe Jackson","https://www.sports-reference.com/cbb/players/joe-jackson-1.html",16,,,,2010,1,1,0,,,,"college"
"Deshaun Thomas","/players/t/thomade01.html",17,2013,2,58,2010,1,1,1,0,,,"draft"
"Joshua Smith","/players/s/smithjo04.html",18,,,,2010,1,1,0,,,,"college"
"Patric Young","/players/y/youngpa01.html",19,,,,2010,1,1,0,,,,"college"
"Tony Mitchell","/players/m/mitchto02.html",20,2013,2,37,2010,1,1,1,0,,,"draft"
"Jelan Kendrick","https://www.sports-reference.com/cbb/players/jelan-kendrick-1.html",21,,,,2010,1,1,0,,,,"college"
"Ryan Harrow","https://www.sports-reference.com/cbb/players/ryan-harrow-1.html",22,,,,2010,1,1,0,,,,"college"
"Ray McCallum","/players/m/mccalra01.html",22,2013,2,36,2010,1,1,1,0,,,"draft"
"Jereme Richmond","https://www.sports-reference.com/cbb/players/jereme-richmond-1.html",24,,,,2010,1,1,0,,,,"college"
"Kendall Marshall","/players/m/marshke01.html",25,2012,1,13,2010,1,1,1,1,0,,"rookie"
"Doron Lamb","/players/l/lambdo01.html",26,2012,2,42,2010,1,1,1,0,,,"draft"
"Adreian Payne","/players/p/paynead01.html",27,2014,1,15,2010,1,1,1,0,,,"draft"
"Roscoe Smith","/players/s/smithro02.html",28,,,,2010,1,1,0,,,,"college"
"Trey Zeigler","https://www.sports-reference.com/cbb/players/trey-zeigler-1.html",29,,,,2010,1,1,0,,,,"college"
"Meyers Leonard","/players/l/leoname01.html",29,2012,1,11,2010,1,1,1,0,,,"draft"
"Dion Waiters","/players/w/waitedi01.html",31,2012,1,4,2010,1,1,1,1,1,4,"success"
"Josh Hairston","https://www.sports-reference.com/cbb/players/josh-hairston-1.html",32,,,,2010,1,1,0,,,,"college"
"Terrence Ross","/players/r/rosste01.html",33,2012,1,8,2010,1,1,1,1,1,3,"success"
"Keith Appling","/players/a/applike01.html",34,,,,2010,1,1,0,,,,"college"
"Ian Miller","https://www.sports-reference.com/cbb/players/ian-miller-1.html",35,,,,2010,1,1,0,,,,"college"
"Cameron Clark","https://www.sports-reference.com/cbb/players/cameron-clark-1.html",36,,,,2010,1,1,0,,,,"college"
"Justin Coleman","https://www.sports-reference.com/cbb/players/justin-coleman-1.html",37,,,,2010,1,1,0,,,,"college"
"Dwight Powell","/players/p/poweldw01.html",38,2014,2,45,2010,1,1,1,1,0,,"rookie"
"Tyler Lamb","https://www.sports-reference.com/cbb/players/tyler-lamb-1.html",39,,,,2010,1,1,0,,,,"college"
"Jordan McRae","/players/m/mcraejo01.html",40,2014,2,58,2010,1,1,1,0,,,"draft"
"Phil Pressey","/players/p/pressph01.html",41,,,,2010,1,1,0,,,,"college"
"Nate Lubick","https://www.sports-reference.com/cbb/players/nate-lubick-1.html",42,,,,2010,1,1,0,,,,"college"
"Okaro White","/players/w/whiteok01.html",43,,,,2010,1,1,0,,,,"college"
"Dominique Ferguson","https://www.sports-reference.com/cbb/players/dominique-ferguson-1.html",44,,,,2010,1,1,0,,,,"college"
"Luke Cothron","",45,,,,2010,1,0,,,,,"highSchool"
"Jayvaughn Pinkston","https://www.sports-reference.com/cbb/players/jayvaughn-pinkston-1.html",46,,,,2010,1,1,0,,,,"college"
"K.T. Harrell","https://www.sports-reference.com/cbb/players/kt-harrell-1.html",47,,,,2010,1,1,0,,,,"college"
"Vander Blue","/players/b/blueva01.html",48,,,,2010,1,1,0,,,,"college"
"Travis McKie","https://www.sports-reference.com/cbb/players/travis-mckie-1.html",49,,,,2010,1,1,0,,,,"college"
"Stacey Poole","https://www.sports-reference.com/cbb/players/stacey-poole-1.html",50,,,,2010,1,1,0,,,,"college"
"JT Terrell","https://www.sports-reference.com/cbb/players/jt-terrell-1.html",51,,,,2010,1,1,0,,,,"college"
"Casey Prather","/players/p/prathca01.html",52,,,,2010,1,1,0,,,,"college"
"Keala King","https://www.sports-reference.com/cbb/players/keala-king-1.html",53,,,,2010,1,1,0,,,,"college"
"Mychal Parker","https://www.sports-reference.com/cbb/players/mychal-parker-1.html",55,,,,2010,1,1,0,,,,"college"
"Lorenzo Brown","/players/b/brownlo01.html",56,2013,2,52,2010,1,1,1,0,,,"draft"
"Gary Franklin","https://www.sports-reference.com/cbb/players/gary-franklin-1.html",57,,,,2010,1,1,0,,,,"college"
"James Johnson","https://www.sports-reference.com/cbb/players/james-johnson-5.html",58,,,,2010,1,1,0,,,,"college"
"Tarik Black","/players/b/blackta01.html",59,,,,2010,1,1,0,,,,"college"
"Trevor Releford","https://www.sports-reference.com/cbb/players/trevor-releford-1.html",60,,,,2010,1,1,0,,,,"college"
"Rion Brown","https://www.sports-reference.com/cbb/players/rion-brown-1.html",61,,,,2010,1,1,0,,,,"college"
"Damontre Harris","https://www.sports-reference.com/cbb/players/damontre-harris-1.html",61,,,,2010,1,1,0,,,,"college"
"Jordan Sibert","/players/s/siberjo01.html",63,,,,2010,1,1,0,,,,"college"
"Gerard Coleman","https://www.sports-reference.com/cbb/players/gerard-coleman-1.html",64,,,,2010,1,1,0,,,,"college"
"James Bell","https://www.sports-reference.com/cbb/players/james-bell-1.html",65,,,,2010,1,1,0,,,,"college"
"Carson Desrosiers","https://www.sports-reference.com/cbb/players/carson-desrosiers-1.html",66,,,,2010,1,1,0,,,,"college"
"J.J. Moore","https://www.sports-reference.com/cbb/players/jj-moore-1.html",67,,,,2010,1,1,0,,,,"college"
"Noah Cottrill","",68,,,,2010,1,0,,,,,"highSchool"
"Gorgui Dieng","/players/d/dienggo01.html",69,2013,1,21,2010,1,1,1,1,1,1,"success"
"Daniel Bejarano","https://www.sports-reference.com/cbb/players/daniel-bejarano-1.html",70,,,,2010,1,1,0,,,,"college"
"Allen Crabbe","/players/c/crabbal01.html",71,2013,2,31,2010,1,1,1,0,,,"draft"
"Mike Cobbins","/players/c/cobbimi01.html",72,,,,2010,1,1,0,,,,"college"
"Bruce Ellington","https://www.sports-reference.com/cbb/players/bruce-ellington-1.html",73,,,,2010,1,1,0,,,,"college"
