"name","college","rank","draft_year","draft_rd","draft_pk","recruit_year","nba_mean_vorp","top","highSchool","coll","draft","rookie","allstar","bad","good","great","highest"
"Josh Akognon","Washington State University, California State University, Fullerton",,2012,,,,,0,1,1,1,0,,,,,"rookie"
"Britton Johnsen","University of Utah",,2003,,,,,0,1,1,1,1,,,,,"other"
"Carldell Johnson","University of Alabama at Birmingham",,2011,,,,,0,1,1,1,0,,,,,"rookie"
"Tony Allen","Butler County Community College, Oklahoma State University",,2004,,,,1.56,0,1,1,1,1,,,1,,"good"
"Chris Johnson","Louisiana State University",,2010,,,,,0,1,1,1,1,,,,,"other"
"Morris Almond","Rice University",,2007,,,,,0,1,1,1,1,,,,,"other"
"Chris Johnson","University of Dayton",,2012,,,,,0,1,1,1,1,,,,,"other"
"Ryan Anderson","University of California",,2008,,,,1.28,0,1,1,1,1,,,1,,"good"
"Darius Johnson-Odom","Marquette University",,2012,,,,,0,1,1,1,1,,,,,"other"
"Robert Archibald","University of Illinois at Urbana-Champaign",,2002,,,,,0,1,1,1,1,,,,,"other"
"Ivan Johnson","University of Oregon, California State University, San Bernardino",,2011,,,,,0,1,1,1,1,,,,,"other"
"Ken Johnson","Ohio State University",,2001,,,,,0,1,1,1,0,,,,,"rookie"
"Maurice Baker","Oklahoma State University",,2004,,,,,0,1,1,1,0,,,,,"rookie"
"Linton Johnson","Tulane University",,2003,,,,,0,1,1,1,1,,,,,"other"
"J.J. Barea","Northeastern University",,2006,,,,0.32,0,1,1,1,1,,,1,,"good"
"Orlando Johnson","Loyola Marymount University, University of California, Santa Barbara",,2012,,,,,0,1,1,1,1,,,,,"other"
"Maceo Baston","University of Michigan",,1998,,,,,0,1,1,1,1,,,,,"other"
"Trey Johnson","Alcorn State University, Jackson State University",,2008,,,,,0,1,1,1,1,,,,,"other"
"Kent Bazemore","Old Dominion University",,2012,,,,0.97,0,1,1,1,1,,,1,,"good"
"Tyler Johnson","California State University, Fresno",,2014,,,,1.4,0,1,1,1,1,,,1,,"good"
"Troy Bell","Boston College",,2003,,,,,0,1,1,1,0,,,,,"rookie"
"Wesley Johnson","Iowa State University, Syracuse University",,2010,,,,0.56,0,1,1,1,1,,,1,,"good"
"Jerrelle Benimon","Georgetown University, Towson University",,2014,,,,,0,1,1,1,0,,,,,"rookie"
"Dominique Jones","University of South Florida",,2010,,,,,0,1,1,1,1,,,,,"other"
"Dwayne Jones","Saint Joseph's University",,2005,,,,,0,1,1,1,1,,,,,"other"
"James Jones","University of Miami",,2003,,,,0.9,0,1,1,1,1,,,1,,"good"
"Torraye Braggs","Xavier University",,1998,,,,,0,1,1,1,1,,,,,"other"
"Mark Jones","University of Minnesota, University of Central Florida",,2004,,,,,0,1,1,1,0,,,,,"rookie"
"Bobby Brown","California State University, Fullerton",,2008,,,,,0,1,1,1,1,,,,,"other"
"Solomon Jones","University of South Florida",,2006,,,,,0,1,1,1,1,,,,,"other"
"Derrick Brown","Xavier University",,2009,,,,0.2,0,1,1,1,1,,,1,,"good"
"Jerome Jordan","University of Tulsa",,2010,,,,,0,1,1,1,1,,,,,"other"
"Chris Kaman","Central Michigan University",,2003,,,,0.09,0,1,1,1,1,,,1,,"good"
"Trey Burke","University of Michigan",,2013,,,,-0.1,0,1,1,1,1,,,1,,"good"
"Antonio Burks","University of Memphis",,2004,,,,,0,1,1,1,1,,,,,"other"
"Coby Karl","Boise State University",,2007,,,,,0,1,1,1,1,,,,,"other"
"Jimmy Butler","Marquette University",,2011,,,,3.83,0,1,1,1,1,,,,1,"great"
"Sasha Kaun","University of Kansas",,2008,,,,,0,1,1,1,0,,,,,"rookie"
"Isaiah Canaan","Murray State University",,2013,,,,,0,1,1,1,1,,,,,"other"
"D.J. Kennedy","St. John's University",,2011,,,,,0,1,1,1,0,,,,,"rookie"
"Rodney Carney","University of Memphis",,2006,,,,,0,1,1,1,1,,,,,"other"
"Sean Kilpatrick","University of Cincinnati",,2014,,,,-0.4,0,1,1,1,1,,,1,,"good"
"Maurice Carter","Louisiana State University",,2003,,,,,0,1,1,1,0,,,,,"rookie"
"Tarence Kinsey","University of South Carolina",,2006,,,,,0,1,1,1,1,,,,,"other"
"Lionel Chalmers","Xavier University",,2004,,,,,0,1,1,1,0,,,,,"rookie"
"Brandin Knight","University of Pittsburgh",,2004,,,,,0,1,1,1,0,,,,,"rookie"
"Dionte Christmas","Temple University",,2013,,,,,0,1,1,1,0,,,,,"rookie"
"Ian Clark","Belmont University",,2013,,,,,0,1,1,1,1,,,,,"other"
"Kyle Korver","Creighton University",,2003,,,,1.58,0,1,1,1,1,,,1,,"good"
"Rob Kurz","University of Notre Dame",,2008,,,,,0,1,1,1,0,,,,,"rookie"
"Norris Cole","Cleveland State University",,2011,,,,-0.8,0,1,1,1,1,,1,,,"bad"
"Oliver Lafayette","University of Houston",,2009,,,,,0,1,1,1,0,,,,,"rookie"
"Sean Lampley","University of California",,2001,,,,,0,1,1,1,1,,,,,"other"
"Carl Landry","Purdue University",,2007,,,,0.47,0,1,1,1,1,,,1,,"good"
"Chris Copeland","University of Colorado",,2012,,,,,0,1,1,1,1,,,,,"other"
"Marcus Landry","University of Wisconsin",,2009,,,,,0,1,1,1,0,,,,,"rookie"
"Marcus Cousin","Seton Hall University, University of Houston",,2010,,,,,0,1,1,1,0,,,,,"rookie"
"Shane Larkin","University of Miami",,2013,,,,-0.15,0,1,1,1,1,,,1,,"good"
"Acie Law","Texas A&M University",,2007,,,,,0,1,1,1,1,,,,,"other"
"Jae Crowder","Marquette University",,2012,,,,1.52,0,1,1,1,1,,,1,,"good"
"Courtney Lee","Western Kentucky University",,2008,,,,0.98,0,1,1,1,1,,,1,,"good"
"Jared Cunningham","Oregon State University",,2012,,,,,0,1,1,1,1,,,,,"other"
"Stephen Curry","Davidson College",,2009,,,,5.65,0,1,1,1,1,1,,,,"allstar"
"Troy Daniels","Virginia Commonwealth University",,2013,,,,,0,1,1,1,1,,,,,"other"
"Travis Leslie","University of Georgia",,2011,,,,,0,1,1,1,0,,,,,"rookie"
"Josh Davis","University of Wyoming",,2003,,,,,0,1,1,1,1,,,,,"other"
"Eric Dawson","Midwestern State University",,2011,,,,,0,1,1,1,0,,,,,"rookie"
"Damian Lillard","Weber State University",,2012,,,,4.1,0,1,1,1,1,1,,,,"allstar"
"Jeremy Lin","Harvard University",,2010,,,,0.88,0,1,1,1,1,,,1,,"good"
"Dan Dickau","University of Washington, Gonzaga University",,2002,,,,0.9,0,1,1,1,1,,,1,,"good"
"Spencer Dinwiddie","University of Colorado",,2014,,,,1.3,0,1,1,1,1,,,1,,"good"
"John Lucas III","Baylor University, Oklahoma State University",,2005,,,,,0,1,1,1,1,,,,,"other"
"Joey Dorsey","University of Memphis",,2008,,,,,0,1,1,1,1,,,,,"other"
"Scott Machado","Iona College",,2012,,,,,0,1,1,1,0,,,,,"rookie"
"Quincy Douby","Rutgers University",,2006,,,,,0,1,1,1,1,,,,,"other"
"Shelvin Mack","Butler University",,2011,,,,,0,1,1,1,1,,,,,"other"
"Jared Dudley","Boston College",,2007,,,,1.81,0,1,1,1,1,,,1,,"good"
"Renaldo Major","South Plains College, California State University, Fresno",,2006,,,,,0,1,1,1,0,,,,,"rookie"
"Cleanthony Early","Wichita State University",,2014,,,,,0,1,1,1,1,,,,,"other"
"Devyn Marble","University of Iowa",,2014,,,,,0,1,1,1,1,,,,,"other"
"John Edwards","Kent State University",,2004,,,,,0,1,1,1,1,,,,,"other"
"Rawle Marshall","Ball State University, Oakland University",,2005,,,,,0,1,1,1,1,,,,,"other"
"Alex Acker","Pepperdine University",,2005,,,,,0,1,1,1,1,,,,,"other"
"Kevin Martin","Western Carolina University",,2004,,,,1.37,0,1,1,1,1,,,1,,"good"
"Kim English","University of Missouri",,2012,,,,,0,1,1,1,0,,,,,"rookie"
"Jeremy Evans","Western Kentucky University",,2010,,,,,0,1,1,1,1,,,,,"other"
"Eric Maynor","Virginia Commonwealth University",,2009,,,,,0,1,1,1,1,,,,,"other"
"Festus Ezeli","Vanderbilt University",,2012,,,,,0,1,1,1,1,,,,,"other"
"Luc Mbah a Moute","University of California, Los Angeles",,2008,,,,0.87,0,1,1,1,1,,,1,,"good"
"Nick Fazekas","University of Nevada, Reno",,2007,,,,,0,1,1,1,0,,,,,"rookie"
"Carrick Felix","Arizona State University",,2013,,,,,0,1,1,1,0,,,,,"rookie"
"CJ McCollum","Lehigh University",,2013,,,,1.87,0,1,1,1,1,,,1,,"good"
"Desmond Ferguson","University of Missouri, University of Detroit Mercy",,2003,,,,,0,1,1,1,0,,,,,"rookie"
"Gerald Fitch","University of Kentucky",,2005,,,,,0,1,1,1,0,,,,,"rookie"
"Jeff Foote","Cornell University",,2011,,,,,0,1,1,1,0,,,,,"rookie"
"K.J. McDaniels","Clemson University",,2014,,,,,0,1,1,1,1,,,,,"other"
"Sharrod Ford","Clemson University",,2005,,,,,0,1,1,1,0,,,,,"rookie"
"Doug McDermott","Creighton University",,2014,,,,-0.43,0,1,1,1,1,,,1,,"good"
"Jamaal Franklin","San Diego State University",,2013,,,,,0,1,1,1,1,,,,,"other"
"JaVale McGee","University of Nevada, Reno",,2008,,,,0.85,0,1,1,1,1,,,1,,"good"
"Jimmer Fredette","Brigham Young University",,2011,,,,,0,1,1,1,1,,,,,"other"
"Hiram Fuller","California State University, Fresno",,2003,,,,,0,1,1,1,0,,,,,"rookie"
"Dominic McGuire","University of California, California State University, Fresno",,2007,,,,0.8,0,1,1,1,1,,,1,,"good"
"Sundiata Gaines","University of Georgia",,2009,,,,,0,1,1,1,1,,,,,"other"
"Marc Gasol","",,2007,,,,3.32,0,1,1,1,1,,,,1,"great"
"Keith McLeod","Bowling Green State University",,2003,,,,,0,1,1,1,1,,,,,"other"
"Pops Mensah-Bonsu","George Washington University",,2006,,,,,0,1,1,1,1,,,,,"other"
"Mickell Gladness","Alabama A&M University",,2011,,,,,0,1,1,1,0,,,,,"rookie"
"Andrew Goudelock","College of Charleston",,2011,,,,,0,1,1,1,1,,,,,"other"
"Elijah Millsap","University of Louisiana at Lafayette, University of Alabama at Birmingham",,2014,,,,,0,1,1,1,1,,,,,"other"
"Stephen Graham","University of Central Florida, Oklahoma State University",,2005,,,,,0,1,1,1,1,,,,,"other"
"Danny Granger","Bradley University, University of New Mexico",,2005,,,,2.37,0,1,1,1,1,,,,1,"great"
"Aaron Gray","University of Pittsburgh",,2007,,,,,0,1,1,1,1,,,,,"other"
"Eric Moreland","Oregon State University",,2014,,,,,0,1,1,1,1,,,,,"other"
"Devin Green","Hampton University",,2005,,,,,0,1,1,1,0,,,,,"rookie"
"Adam Morrison","Gonzaga University",,2006,,,,-2,0,1,1,1,1,,1,,,"bad"
"Jeff Green","Georgetown University",,2007,,,,0.4,0,1,1,1,1,,,1,,"good"
"Darius Morris","University of Michigan",,2011,,,,,0,1,1,1,1,,,,,"other"
"Willie Green","University of Detroit Mercy",,2003,,,,-0.66,0,1,1,1,1,,1,,,"bad"
"Taylor Griffin","University of Oklahoma",,2009,,,,,0,1,1,1,0,,,,,"rookie"
"Jorge Gutierrez","University of California",,2013,,,,,0,1,1,1,1,,,,,"other"
"Mike Hall","George Washington University",,2006,,,,,0,1,1,1,0,,,,,"rookie"
"Arnett Moultrie","University of Texas at El Paso, Mississippi State University",,2012,,,,,0,1,1,1,1,,,,,"other"
"Ben Hansbrough","Mississippi State University, University of Notre Dame",,2012,,,,,0,1,1,1,0,,,,,"rookie"
"Tim Hardaway","University of Michigan",,2013,,,,0.2,0,1,1,1,1,,,1,,"good"
"Kevin Murphy","Tennessee Technological University",,2012,,,,,0,1,1,1,0,,,,,"rookie"
"Josh Harrellson","University of Kentucky",,2011,,,,,0,1,1,1,1,,,,,"other"
"Ronald Murray","Meridian Community College, Shaw University",,2002,,,,-0.28,0,1,1,1,1,,,1,,"good"
"Joe Harris","University of Virginia",,2014,,,,1.1,0,1,1,1,1,,,1,,"good"
"Toure' Murry","Wichita State University",,2013,,,,,0,1,1,1,1,,,,,"other"
"Mike Harris","Rice University",,2007,,,,,0,1,1,1,1,,,,,"other"
"Mike Muscala","Bucknell University",,2013,,,,,0,1,1,1,1,,,,,"other"
"Juaquin Hawkins","California State University, Long Beach",,2002,,,,,0,1,1,1,0,,,,,"rookie"
"Lazar Hayward","Marquette University",,2010,,,,,0,1,1,1,1,,,,,"other"
"Gary Neal","La Salle University, Towson University",,2010,,,,0.4,0,1,1,1,1,,,1,,"good"
"Jameer Nelson","Saint Joseph's University",,2004,,,,1.06,0,1,1,1,1,,,1,,"good"
"David Noel","University of North Carolina",,2006,,,,,0,1,1,1,0,,,,,"rookie"
"George Hill","Indiana University-Purdue University Indianapolis",,2008,,,,2.02,0,1,1,1,1,,,,1,"great"
"James Nunnally","University of California, Santa Barbara",,2013,,,,,0,1,1,1,0,,,,,"rookie"
"Jordan Hill","University of Arizona",,2009,,,,0.1,0,1,1,1,1,,,1,,"good"
"Randy Holcomb","California State University, Fresno, San Diego State University",,2002,,,,,0,1,1,1,0,,,,,"rookie"
"Patrick O'Bryant","Bradley University",,2006,,,,,0,1,1,1,1,,,,,"other"
"Victor Oladipo","Indiana University",,2013,,,,1.86,0,1,1,1,1,,,1,,"good"
"Josh Howard","Wake Forest University",,2003,,,,1.92,0,1,1,1,1,,,1,,"good"
"Josh Huestis","Stanford University",,2014,,,,,0,1,1,1,1,,,,,"other"
"Arinze Onuaku","Syracuse University",,2013,,,,,0,1,1,1,1,,,,,"other"
"Ryan Humphrey","University of Oklahoma, University of Notre Dame",,2002,,,,,0,1,1,1,1,,,,,"other"
"Kyle O'Quinn","Norfolk State University",,2012,,,,,0,1,1,1,1,,,,,"other"
"Chris Hunter","University of Michigan",,2009,,,,,0,1,1,1,0,,,,,"rookie"
"Andre Owens","Indiana University, University of Houston",,2005,,,,,0,1,1,1,1,,,,,"other"
"Chris Owens","Tulane University, University of Texas at Austin",,2002,,,,,0,1,1,1,0,,,,,"rookie"
"Larry Owens","Oral Roberts University",,2010,,,,,0,1,1,1,1,,,,,"other"
"Cedric Jackson","St. John's University, Cleveland State University",,2009,,,,,0,1,1,1,0,,,,,"rookie"
"Jannero Pargo","University of Arkansas",,2002,,,,0,0,1,1,1,1,,,1,,"good"
"Pierre Jackson","Baylor University",,2013,,,,,0,1,1,1,0,,,,,"rookie"
"Smush Parker","Fordham University",,2002,,,,1.25,0,1,1,1,1,,,1,,"good"
"Bernard James","Florida State University",,2012,,,,,0,1,1,1,1,,,,,"other"
"Lamar Patterson","University of Pittsburgh",,2014,,,,,0,1,1,1,1,,,,,"other"
"Sarunas Jasikevicius","University of Maryland",,2005,,,,0.6,0,1,1,1,1,,,1,,"good"
"Othyus Jeffers","University of Illinois at Chicago, Robert Morris University (IL)",,2009,,,,,0,1,1,1,1,,,,,"other"
"Elfrid Payton","University of Louisiana at Lafayette",,2014,,,,0.98,0,1,1,1,1,,,1,,"good"
"Blake Ahearn","Missouri State University",,2007,,,,,0,1,1,1,1,,,,,"other"
"Lavoy Allen","Temple University",,2011,,,,0.15,0,1,1,1,1,,,1,,"good"
"Jeff Ayres","Arizona State University",,2009,,,,,0,1,1,1,1,,,,,"other"
"Lou Amundson","University of Nevada, Las Vegas",,2006,,,,,0,1,1,1,1,,,,,"other"
"Desmond Penigar","Utah State University",,2003,,,,,0,1,1,1,0,,,,,"rookie"
"Hilton Armstrong","University of Connecticut",,2006,,,,,0,1,1,1,1,,,,,"other"
"Earl Barron","University of Memphis",,2005,,,,,0,1,1,1,1,,,,,"other"
"Kevinn Pinkney","University of Nevada, Reno",,2006,,,,,0,1,1,1,0,,,,,"rookie"
"Jerome Beasley","Midland College, University of North Dakota",,2003,,,,,0,1,1,1,0,,,,,"rookie"
"Kasib Powell","Texas Tech University",,2007,,,,,0,1,1,1,0,,,,,"rookie"
"Keith Benson","Oakland University",,2011,,,,,0,1,1,1,0,,,,,"rookie"
"Ronnie Price","Nicholls State University, Utah Valley State College",,2005,,,,,0,1,1,1,1,,,,,"other"
"Trevor Booker","Clemson University",,2010,,,,0.94,0,1,1,1,1,,,1,,"good"
"MarShon Brooks","Providence College",,2011,,,,-0.2,0,1,1,1,1,,,1,,"good"
"Markel Brown","Oklahoma State University",,2014,,,,,0,1,1,1,1,,,,,"other"
"Andy Rautins","Syracuse University",,2010,,,,,0,1,1,1,0,,,,,"rookie"
"Alec Burks","University of Colorado",,2011,,,,0.5,0,1,1,1,1,,,1,,"good"
"Dwight Buycks","Marquette University",,2013,,,,,0,1,1,1,1,,,,,"other"
"DeMarre Carroll","Vanderbilt University, University of Missouri",,2009,,,,1.92,0,1,1,1,1,,,1,,"good"
"Ryan Reid","Florida State University",,2010,,,,,0,1,1,1,0,,,,,"rookie"
"Will Cherry","University of Montana",,2014,,,,,0,1,1,1,0,,,,,"rookie"
"Jeremy Richardson","Delta State University",,2006,,,,,0,1,1,1,1,,,,,"other"
"Jordan Clarkson","University of Tulsa, University of Missouri",,2014,,,,0.03,0,1,1,1,1,,,1,,"good"
"Andre Roberson","University of Colorado",,2013,,,,1.25,0,1,1,1,1,,,1,,"good"
"Will Conroy","University of Washington",,2006,,,,,0,1,1,1,1,,,,,"other"
"Brian Roberts","University of Dayton",,2012,,,,-0.4,0,1,1,1,1,,,1,,"good"
"Bryce Cotton","Providence College",,2014,,,,,0,1,1,1,1,,,,,"other"
"Nate Robinson","University of Washington",,2005,,,,1.4,0,1,1,1,1,,,1,,"good"
"Jordan Crawford","Indiana University, Xavier University",,2010,,,,0.03,0,1,1,1,1,,,1,,"good"
"Quinton Ross","Southern Methodist University",,2004,,,,0,0,1,1,1,1,,,1,,"good"
"Seth Curry","Liberty University, Duke University",,2013,,,,,0,1,1,1,1,,,,,"other"
"Walker Russell","Jacksonville State University",,2011,,,,,0,1,1,1,0,,,,,"rookie"
"Brandon Davies","Brigham Young University",,2013,,,,,0,1,1,1,1,,,,,"other"
"Larry Sanders","Virginia Commonwealth University",,2010,,,,2.2,0,1,1,1,1,,,,1,"great"
"Dewayne Dedmon","University of Southern California",,2013,,,,,0,1,1,1,1,,,,,"other"
"Melvin Sanders","Seward County Community College, Oklahoma State University",,2005,,,,,0,1,1,1,0,,,,,"rookie"
"Kaniel Dickens","Tyler Junior College, University of Idaho",,2000,,,,,0,1,1,1,1,,,,,"other"
"Alex Scales","University of Oregon",,2005,,,,,0,1,1,1,0,,,,,"rookie"
"Mike Scott","University of Virginia",,2012,,,,,0,1,1,1,1,,,,,"other"
"Andre Drummond","University of Connecticut",,2012,,,,2.28,0,1,1,1,1,,,,1,"great"
"Ramon Sessions","University of Nevada, Reno",,2007,,,,0.3,0,1,1,1,1,,,1,,"good"
"Corsley Edwards","Central Connecticut State University",,2002,,,,,0,1,1,1,0,,,,,"rookie"
"Paul Shirley","Iowa State University",,2002,,,,,0,1,1,1,1,,,,,"other"
"Andre Emmett","Texas Tech University",,2004,,,,,0,1,1,1,1,,,,,"other"
"Reggie Evans","University of Iowa",,2002,,,,0.4,0,1,1,1,1,,,1,,"good"
"Xavier Silas","University of Colorado, Northern Illinois University",,2011,,,,,0,1,1,1,1,,,,,"other"
"Garret Siler","Augusta State University",,2010,,,,,0,1,1,1,0,,,,,"rookie"
"Landry Fields","Stanford University",,2010,,,,1.45,0,1,1,1,1,,,1,,"good"
"James Singleton","Murray State University",,2005,,,,,0,1,1,1,1,,,,,"other"
"Tim Frazier","Pennsylvania State University",,2014,,,,-0.1,0,1,1,1,1,,,1,,"good"
"Tamar Slay","Marshall University",,2002,,,,,0,1,1,1,1,,,,,"other"
"Deng Gai","Fairfield University",,2005,,,,,0,1,1,1,0,,,,,"rookie"
"Chris Smith","Manhattan College, University of Louisville",,2013,,,,,0,1,1,1,0,,,,,"rookie"
"Diante Garrett","Iowa State University",,2012,,,,,0,1,1,1,1,,,,,"other"
"Craig Smith","Boston College",,2006,,,,0.1,0,1,1,1,1,,,1,,"good"
"Trey Gilder","McNeese State University, Northwestern State University",,2009,,,,,0,1,1,1,0,,,,,"rookie"
"Donta Smith","Southeastern Illinois College",,2004,,,,,0,1,1,1,1,,,,,"other"
"Joey Graham","University of Central Florida, Oklahoma State University",,2005,,,,-0.6,0,1,1,1,1,,1,,,"bad"
"Greg Smith","California State University, Fresno",,2011,,,,,0,1,1,1,1,,,,,"other"
"Ish Smith","Wake Forest University",,2010,,,,0.37,0,1,1,1,1,,,1,,"good"
"Erick Green","Virginia Polytechnic Institute and State University",,2013,,,,,0,1,1,1,1,,,,,"other"
"Jason Smith","Colorado State University",,2007,,,,-0.6,0,1,1,1,1,,1,,,"bad"
"Lynn Greer","Temple University",,2006,,,,,0,1,1,1,0,,,,,"rookie"
"Russ Smith","University of Louisville",,2014,,,,,0,1,1,1,1,,,,,"other"
"Marcus Haislip","University of Tennessee",,2002,,,,,0,1,1,1,1,,,,,"other"
"Steven Smith","La Salle University",,2006,,,,,0,1,1,1,0,,,,,"rookie"
"Travis Hansen","Utah Valley State College, Brigham Young University",,2003,,,,,0,1,1,1,0,,,,,"rookie"
"Theron Smith","Ball State University",,2003,,,,,0,1,1,1,1,,,,,"other"
"Devin Harris","University of Wisconsin",,2004,,,,1.43,0,1,1,1,1,,,1,,"good"
"Tony Snell","University of New Mexico",,2013,,,,0.4,0,1,1,1,1,,,1,,"good"
"Kirk Snyder","University of Nevada, Reno",,2004,,,,,0,1,1,1,1,,,,,"other"
"Gordon Hayward","Butler University",,2010,,,,2.78,0,1,1,1,1,,,,1,"great"
"James Southerland","Syracuse University",,2013,,,,,0,1,1,1,0,,,,,"rookie"
"Roy Hibbert","Georgetown University",,2008,,,,1.24,0,1,1,1,1,,,1,,"good"
"D.J. Stephens","University of Memphis",,2013,,,,,0,1,1,1,0,,,,,"rookie"
"David Stockton","Gonzaga University",,2014,,,,,0,1,1,1,1,,,,,"other"
"Justin Holiday","University of Washington",,2012,,,,,0,1,1,1,1,,,,,"other"
"Jarnell Stokes","University of Tennessee",,2014,,,,,0,1,1,1,1,,,,,"other"
"Dennis Horner","North Carolina State University",,2011,,,,,0,1,1,1,0,,,,,"rookie"
"Julyan Stone","University of Texas at El Paso",,2011,,,,,0,1,1,1,1,,,,,"other"
"Nate Huffman","Central Michigan University",,2002,,,,,0,1,1,1,0,,,,,"rookie"
"Awvee Storey","University of Illinois at Urbana-Champaign, Arizona State University",,2004,,,,,0,1,1,1,1,,,,,"other"
"Othello Hunter","Ohio State University",,2008,,,,,0,1,1,1,1,,,,,"other"
"D.J. Strawberry","University of Maryland",,2007,,,,,0,1,1,1,0,,,,,"rookie"
"Royal Ivey","University of Texas at Austin",,2004,,,,,0,1,1,1,1,,,,,"other"
"Rodney Stuckey","Eastern Washington University",,2007,,,,0.49,0,1,1,1,1,,,1,,"good"
"Luke Jackson","University of Oregon",,2004,,,,,0,1,1,1,1,,,,,"other"
"Donell Taylor","Okaloosa-Walton Community College, University of Alabama at Birmingham",,2005,,,,,0,1,1,1,1,,,,,"other"
"Charles Jenkins","Hofstra University",,2011,,,,,0,1,1,1,1,,,,,"other"
"Lance Allred","University of Utah, Weber State University",,2007,,,,,0,1,1,1,0,,,,,"rookie"
"Jermaine Taylor","University of Central Florida",,2009,,,,,0,1,1,1,1,,,,,"other"
"Chris Babb","Pennsylvania State University, Iowa State University",,2013,,,,,0,1,1,1,0,,,,,"rookie"
"Mike Taylor","Iowa State University",,2008,,,,,0,1,1,1,0,,,,,"rookie"
"Mike Batiste","Arizona State University",,2002,,,,,0,1,1,1,0,,,,,"rookie"
"Garrett Temple","Louisiana State University",,2009,,,,,0,1,1,1,1,,,,,"other"
"Sim Bhullar","New Mexico State University",,2014,,,,,0,1,1,1,0,,,,,"rookie"
"Billy Thomas","University of Kansas",,2004,,,,,0,1,1,1,1,,,,,"other"
"Devin Brown","University of Texas at San Antonio",,2002,,,,0.13,0,1,1,1,1,,,1,,"good"
"Isaiah Thomas","University of Washington",,2011,,,,2.48,0,1,1,1,1,,,,1,"great"
"Kevin Burleson","University of Minnesota",,2005,,,,,0,1,1,1,0,,,,,"rookie"
"Malcolm Thomas","Pepperdine University, San Diego State University",,2011,,,,,0,1,1,1,1,,,,,"other"
"Tyrus Thomas","Louisiana State University",,2006,,,,1.2,0,1,1,1,1,,,1,,"good"
"Jason Thompson","Rider University",,2008,,,,0.14,0,1,1,1,1,,,1,,"good"
"Jack Cooley","University of Notre Dame",,2014,,,,,0,1,1,1,1,,,,,"other"
"Mychel Thompson","Pepperdine University",,2011,,,,,0,1,1,1,0,,,,,"rookie"
"Dante Cunningham","Villanova University",,2009,,,,0.34,0,1,1,1,1,,,1,,"good"
"Al Thornton","Florida State University",,2007,,,,-0.8,0,1,1,1,1,,1,,,"bad"
"Andre Dawkins","Duke University",,2014,,,,,0,1,1,1,0,,,,,"rookie"
"Marcus Thornton","Louisiana State University",,2009,,,,0.76,0,1,1,1,1,,,1,,"good"
"Juan Dixon","University of Maryland",,2002,,,,-0.25,0,1,1,1,1,,,1,,"good"
"Anthony Tolliver","Creighton University",,2008,,,,1.5,0,1,1,1,1,,,1,,"good"
"Alando Tucker","University of Wisconsin",,2007,,,,,0,1,1,1,1,,,,,"other"
"James Ennis","California State University, Long Beach",,2013,,,,0.6,0,1,1,1,1,,,1,,"good"
"Jeremy Tyler","",,2011,,,,,0,1,1,1,1,,,,,"other"
"Noel Felix","California State University, Fresno",,2005,,,,,0,1,1,1,0,,,,,"rookie"
"Edwin Ubiles","Siena College",,2011,,,,,0,1,1,1,0,,,,,"rookie"
"Richie Frahm","Gonzaga University",,2003,,,,,0,1,1,1,1,,,,,"other"
"Ekpe Udoh","University of Michigan, Baylor University",,2010,,,,0.7,0,1,1,1,1,,,1,,"good"
"Langston Galloway","Saint Joseph's University",,2014,,,,0.8,0,1,1,1,1,,,1,,"good"
"Ime Udoka","University of San Francisco, Portland State University",,2003,,,,,0,1,1,1,1,,,,,"other"
"Ryan Gomes","Providence College",,2005,,,,0.56,0,1,1,1,1,,,1,,"good"
"Ben Uzoh","University of Tulsa",,2010,,,,,0,1,1,1,1,,,,,"other"
"Anthony Grundy","North Carolina State University",,2005,,,,,0,1,1,1,0,,,,,"rookie"
"Justin Harper","University of Richmond",,2011,,,,,0,1,1,1,1,,,,,"other"
"Jackson Vroman","Iowa State University",,2004,,,,,0,1,1,1,1,,,,,"other"
"Jarvis Hayes","Western Carolina University, University of Georgia",,2003,,,,-0.6,0,1,1,1,1,,1,,,"bad"
"Nikola Vucevic","University of Southern California",,2011,,,,1.67,0,1,1,1,1,,,1,,"good"
"Cory Higgins","University of Colorado",,2011,,,,,0,1,1,1,1,,,,,"other"
"Dwyane Wade","Marquette University",,2003,,,,3.86,0,1,1,1,1,,,,1,"great"
"Ryan Hollins","University of California, Los Angeles",,2006,,,,,0,1,1,1,1,,,,,"other"
"Casper Ware","California State University, Long Beach",,2013,,,,,0,1,1,1,0,,,,,"rookie"
"Brandon Hunter","Ohio University",,2003,,,,,0,1,1,1,1,,,,,"other"
"Hakim Warrick","Syracuse University",,2005,,,,-0.35,0,1,1,1,1,,,1,,"good"
"Dontell Jefferson","University of Arkansas",,2008,,,,,0,1,1,1,0,,,,,"rookie"
"Kyle Weaver","Washington State University",,2008,,,,,0,1,1,1,1,,,,,"other"
"Pat Burke","Auburn University",,2002,,,,,0,1,1,1,1,,,,,"other"
"Sonny Weems","University of Arkansas",,2008,,,,,0,1,1,1,1,,,,,"other"
"Russell Westbrook","University of California, Los Angeles",,2008,,,,5.9,0,1,1,1,1,1,,,,"allstar"
"Robert Covington","Tennessee State University",,2013,,,,,0,1,1,1,1,,,,,"other"
"David West","Xavier University",,2003,,,,2.16,0,1,1,1,1,,,,1,"great"
"Justin Dentmon","University of Washington",,2011,,,,,0,1,1,1,1,,,,,"other"
